model	estimate	se	p	n_linked	n_background	tag	role	category	sample_size	binary	ancestry	region	locus_rule	n_sig_variants	n_leads	n_leads_with_vmr	n_vmrs	frac_vmrs_linked	in_distribution	q	cohort	tier	module_09_run_id
B_technical_context	0.215966625716421	0.15572541737543	0.165489797219953	45	9169	UKB_20002_1453_self_reported_psoriasis	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	309	11	10	9251	0.00488387236813545	TRUE	0.360192147625878	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.153129245039527	0.145502633084448	0.29260890145216	48	9086	UKB_20002_1453_self_reported_psoriasis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	309	11	11	9166	0.00525509086927962	TRUE	0.555049382584493	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.145573041445674	0.148528160511121	0.327034794148592	48	9086	UKB_20002_1453_self_reported_psoriasis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	309	11	11	9166	0.00525509086927962	TRUE	0.542189263983192	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0745018458755787	0.164631133952335	0.650881444538031	55	11149	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	18	14	10	11251	0.00490896108532667	TRUE	0.732241625105285	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0688338238601369	0.166008286928961	0.678404809778823	55	11149	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	18	14	10	11251	0.00490896108532667	TRUE	0.777081873019379	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.12308956496672	0.152278123399098	0.418905967769265	52	9162	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	18	14	14	9251	0.00564358584762318	TRUE	0.62147767633615	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.117002299548842	0.154330879105821	0.448375371852805	52	9162	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	18	14	14	9251	0.00564358584762318	TRUE	0.665157223282829	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.217195268231932	0.147987080918637	0.142195592887064	56	9078	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	18	14	14	9166	0.00613093934749288	TRUE	0.344550859687887	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.205211354702926	0.149177019762267	0.168938350476693	56	9078	UKB_20002_1461_self_reported_inflammatory_bowel_disease	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	18	14	14	9166	0.00613093934749288	TRUE	0.386942107012469	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.228681212083202	0.52148543065699	0.661010179903066	6	11198	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	163	5	2	11251	0.000535523027490182	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.100764380211481	0.510698048700555	0.84358717875152	6	11198	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	163	5	2	11251	0.000535523027490182	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.754249481331168	0.394960612791349	0.0561740693605546	10	9204	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	163	5	2	9251	0.00108530497069677	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.741814593865169	0.398407966320233	0.0626105342635664	10	9204	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	163	5	2	9251	0.00108530497069677	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.521320284842569	0.401414613653466	0.194044230465565	9	9125	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	163	5	2	9166	0.000985329537989928	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.531851388931544	0.403133378474032	0.187070891423807	9	9125	UKB_20002_1462_self_reported_crohns_disease	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	163	5	2	9166	0.000985329537989928	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0673128848767021	0.227093401722831	0.766916553372018	26	11178	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	75	5	5	11251	0.00232059978579079	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.127111812521788	0.22855974794112	0.578113374898529	26	11178	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	75	5	5	11251	0.00232059978579079	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.235136306765686	0.191678053750359	0.21992587729158	33	9181	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	75	5	5	9251	0.00358150640329933	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.308507625190609	0.196796218309551	0.116962796632127	33	9181	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	75	5	5	9251	0.00358150640329933	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.100494072123794	0.179430677769022	0.575430428583614	34	9100	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	75	5	5	9166	0.00372235603240639	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.231483990874594	0.185379793685366	0.211774342245578	34	9100	UKB_20002_1463_self_reported_ulcerative_colitis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	75	5	5	9166	0.00372235603240639	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.211583478242418	0.488253830628659	0.664762481609791	7	11197	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	4	3	2	11251	0.000624776865405212	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.212096311481631	0.495514658036349	0.668627556412215	7	11197	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		caudate	uniform_lead_snp	4	3	2	11251	0.000624776865405212	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.8319288164397	0.491112113968728	0.0902711275416658	6	9208	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	4	3	2	9251	0.00065118298241806	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.920599185955081	0.520720808915043	0.0770722066038312	6	9208	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		dlpfc	uniform_lead_snp	4	3	2	9251	0.00065118298241806	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.187132043028192	0.528468371487715	0.723261967181517	4	9130	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	4	3	2	9166	0.000437924239106635	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.135009787262727	0.525977507468761	0.797423051672791	4	9130	UKB_20002_1464_self_reported_rheumatoid_arthritis	negative_control	Immune	337119	TRUE		hippocampus	uniform_lead_snp	4	3	2	9166	0.000437924239106635	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.554979857783224	0.113989888677768	1.12348323055672e-06	119	11085	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		caudate	uniform_lead_snp	2924	18	17	11251	0.0106212067118886	TRUE	7.86438261389705e-06	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.539037680215504	0.114736278845417	2.62646994639146e-06	119	11085	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		caudate	uniform_lead_snp	2924	18	17	11251	0.0106212067118886	TRUE	1.83852896247402e-05	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.196640112186609	0.126097444740286	0.118894689294143	72	9142	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		dlpfc	uniform_lead_snp	2924	18	18	9251	0.00781419578901671	TRUE	0.29961461702124	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.211360078105556	0.127672667468059	0.0978263277786822	72	9142	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		dlpfc	uniform_lead_snp	2924	18	18	9251	0.00781419578901671	TRUE	0.308152932502849	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.290348439728298	0.127813808825477	0.0231075633582856	74	9060	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		hippocampus	uniform_lead_snp	2924	18	16	9166	0.00810159842347274	TRUE	0.0956455703346568	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.289637274124266	0.128758807508765	0.0244834981947368	74	9060	UKB_20002_1466_self_reported_gout	negative_control	Skeletal system disease	337119	TRUE		hippocampus	uniform_lead_snp	2924	18	16	9166	0.00810159842347274	TRUE	0.107790341254986	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0893752295422356	0.0686782191154495	0.193134549594393	302	10902	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	5774	53	47	11251	0.0269546590503392	TRUE	0.304186915611169	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0959881433902709	0.0694302641008346	0.166814680584168	302	10902	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	5774	53	47	11251	0.0269546590503392	TRUE	0.291925691022294	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.113594002028112	0.0708342912144587	0.10878938301624	222	8992	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	5774	53	51	9251	0.0240937703494682	TRUE	0.297297106114635	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.103620185881062	0.072183846781784	0.151143588128973	222	8992	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	5774	53	51	9251	0.0240937703494682	TRUE	0.360192147625878	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.223571579278128	0.0724765405798916	0.00203727372327778	210	8924	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	5774	53	50	9166	0.0229910225530983	TRUE	0.0142609160629445	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.209798545460368	0.0737039112703821	0.00442020472977713	210	8924	UKB_20002_1473_self_reported_high_cholesterol	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	5774	53	50	9166	0.0229910225530983	TRUE	0.0278472897975959	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0924017997861047	0.27315368195702	0.73515392562496	20	11184	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		caudate	uniform_lead_snp	25	6	6	11251	0.00178507675830061	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0619077656516763	0.277130051477701	0.823232875456491	20	11184	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		caudate	uniform_lead_snp	25	6	6	11251	0.00178507675830061	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.156943742382155	0.218840572641216	0.473275272170526	26	9188	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		dlpfc	uniform_lead_snp	25	6	6	9251	0.00282179292381159	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.230282436219047	0.219676382789739	0.294509458596222	26	9188	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		dlpfc	uniform_lead_snp	25	6	6	9251	0.00282179292381159	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.208215891355618	0.250469099381589	0.405802079729105	19	9115	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		hippocampus	uniform_lead_snp	25	6	5	9166	0.00208014013575651	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.269872846571127	0.251022704525623	0.282332925337295	19	9115	UKB_20002_1616_self_reported_insomnia	negative_control	Psychiatric-neurologic	337119	TRUE		hippocampus	uniform_lead_snp	25	6	5	9166	0.00208014013575651	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.476086841263985	0.0757091203420495	3.20819825557064e-10	232	10972	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	2377	53	45	11251	0.020706890396287	TRUE	5.05291225252376e-09	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.421611271136598	0.0765261294840792	3.60106626832461e-08	232	10972	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	2377	53	45	11251	0.020706890396287	TRUE	3.24095964149215e-07	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.360065855594926	0.0768133062183904	2.76501456179371e-06	195	9019	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	2377	53	48	9251	0.0211634469285869	TRUE	8.7097958696502e-05	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.339061820154672	0.0781666662270798	1.43995975291989e-05	195	9019	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	2377	53	48	9251	0.0211634469285869	TRUE	0.000453587322169767	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.348897457488117	0.0794720461938481	1.13251170627466e-05	184	8950	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	2377	53	50	9166	0.0201445149989052	TRUE	0.000356741187476519	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.330368993033868	0.0804541070395929	4.0204091243202e-05	184	8950	UKB_20016_Fluid_intelligence_score	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	2377	53	50	9166	0.0201445149989052	TRUE	0.000844285916107241	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0208338757876215	0.0518494864923379	0.687820545832135	581	10623	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	4739	93	86	11251	0.0518564798286326	TRUE	0.760222708551307	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0224669815620189	0.0522292352252307	0.667078508460468	581	10623	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	4739	93	86	11251	0.0518564798286326	TRUE	0.777081873019379	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.135252544281397	0.059319310277241	0.0226031727919692	358	8856	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	4739	93	87	9251	0.0388539179509442	TRUE	0.101714277563862	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.135526899030079	0.0599140837954877	0.0236961230990224	358	8856	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	4739	93	87	9251	0.0388539179509442	TRUE	0.0933034847024005	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.178626608039945	0.0575185865700985	0.00189928170592802	373	8761	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	4739	93	86	9166	0.0408364352966937	TRUE	0.0142609160629445	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.177839081487721	0.0579880499243124	0.00216346971181724	373	8761	UKB_20022_Birth_weight	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	4739	93	86	9166	0.0408364352966937	TRUE	0.0194712274063552	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.147959399069853	0.0627389816319161	0.0183572266454624	379	10825	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	10184	80	63	11251	0.0338272045697965	TRUE	0.0462602111465654	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.158316893182788	0.0633728290121758	0.012483190534124	379	10825	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	10184	80	63	11251	0.0338272045697965	TRUE	0.0357473183477188	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0461349735963265	0.064276285396991	0.472905021862695	287	8927	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	10184	80	69	9251	0.0311482526589972	TRUE	0.677114008576132	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0604248266543371	0.0651023813392494	0.353329356833707	287	8927	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	10184	80	69	9251	0.0311482526589972	TRUE	0.601614850824961	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0190574347040183	0.0636754606472685	0.764718711024762	293	8841	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	10184	80	73	9166	0.032077950514561	TRUE	0.860308549902857	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.00578858824932524	0.0642493092966715	0.928211144536965	293	8841	UKB_20127_Neuroticism_score	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	10184	80	73	9166	0.032077950514561	TRUE	0.973645773724461	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.187220578257834	0.0284243963483091	4.49964620619126e-11	2121	9083	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	38888	459	371	11251	0.189307390217779	TRUE	1.41738855495025e-09	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.197656559903496	0.0287514913286828	6.21404200779045e-12	2121	9083	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	38888	459	371	11251	0.189307390217779	TRUE	1.95742323245399e-10	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.111365371709813	0.0304453693782457	0.000254314487303498	1495	7719	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	38888	459	392	9251	0.162253093119167	TRUE	0.00320436254002407	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.113218919145489	0.0308194723652566	0.000239141661902535	1495	7719	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	38888	459	392	9251	0.162253093119167	TRUE	0.00301318493997194	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.126779600272885	0.0302913742590033	2.84743717643921e-05	1512	7622	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	38888	459	387	9166	0.165535362382308	TRUE	0.000597961807052235	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.127292407275202	0.0305837383831454	3.15341883511809e-05	1512	7622	UKB_21001_Body_mass_index_BMI	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	38888	459	387	9166	0.165535362382308	TRUE	0.000844285916107241	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.162884328420025	0.0298585450709671	4.89178162311982e-08	1926	9278	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	26893	385	311	11251	0.171902891824348	TRUE	4.89682406406512e-07	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.167527997285417	0.0301442021083717	2.73583111583601e-08	1926	9278	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		caudate	uniform_lead_snp	26893	385	311	11251	0.171902891824348	TRUE	2.87262267162781e-07	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0820983135607981	0.0315242771755916	0.00920652147914584	1390	7824	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	26893	385	333	9251	0.15085739092685	TRUE	0.0483342377655157	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0789151841340137	0.0319195173045907	0.0134240200478834	1390	7824	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		dlpfc	uniform_lead_snp	26893	385	333	9251	0.15085739092685	TRUE	0.070476105251388	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0889358763867357	0.0313373178354058	0.00453946031036005	1409	7725	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	26893	385	335	9166	0.154258813225312	TRUE	0.0238321666293903	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0861844239554241	0.0316455227201899	0.00646075469483666	1409	7725	UKB_23099_Body_fat_percentage	negative_control	Anthropometric	337119	FALSE		hippocampus	uniform_lead_snp	26893	385	335	9166	0.154258813225312	TRUE	0.0370025041613372	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.134790137727087	0.094860057740624	0.155335161553589	169	11035	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	3306	44	35	11251	0.0150838986076401	TRUE	0.257529346786214	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.114371364468506	0.095847505588611	0.232766051645283	169	11035	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	3306	44	35	11251	0.0150838986076401	TRUE	0.376006698811611	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0418741446463357	0.0958871073936875	0.662327077150624	128	9086	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	3306	44	37	9251	0.0138919036249186	TRUE	0.802434728086333	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0487376587706915	0.0970776531856965	0.615633632739969	128	9086	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	3306	44	37	9251	0.0138919036249186	TRUE	0.791528956379961	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.109640025716577	0.0914532725736638	0.230580876373631	136	8998	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		hippocampus	uniform_lead_snp	3306	44	39	9166	0.0148894241296256	TRUE	0.501664348110777	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.11805463610035	0.0926022049771503	0.202359605601781	136	8998	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	negative_control	Hair morphology	337119	TRUE		hippocampus	uniform_lead_snp	3306	44	39	9166	0.0148894241296256	TRUE	0.411246940416523	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.00464803055122379	0.081845124584629	0.954712032928578	215	10989	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	6154	46	37	11251	0.0191895751517315	TRUE	0.959361029858236	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0213623742284152	0.0828057117988842	0.796420882122549	215	10989	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	6154	46	37	11251	0.0191895751517315	TRUE	0.86507785471932	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.00754027652632659	0.0937464047629144	0.935893119662397	136	9078	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	6154	46	39	9251	0.014760147601476	TRUE	0.950988169979533	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0141695908391868	0.0947467323538545	0.881117851410967	136	9078	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	6154	46	39	9251	0.014760147601476	TRUE	0.927504893449518	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.098712685050859	0.0893320364570257	0.269155782604526	141	8993	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		hippocampus	uniform_lead_snp	6154	46	42	9166	0.0154368294285089	TRUE	0.546994009809199	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.124468462188796	0.0902781295911585	0.167980419496692	141	8993	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	negative_control	Hair morphology	337119	TRUE		hippocampus	uniform_lead_snp	6154	46	42	9166	0.0154368294285089	TRUE	0.386942107012469	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0337435562930637	0.0445220977970394	0.448507375903979	800	10404	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	20919	173	145	11251	0.0714030703320243	TRUE	0.588665930873973	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0162240274498536	0.0450060553755253	0.718484146704055	800	10404	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	negative_control	Hair morphology	337119	TRUE		caudate	uniform_lead_snp	20919	173	145	11251	0.0714030703320243	TRUE	0.794114056883429	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.021817126755464	0.0474874069974551	0.645925600179334	553	8661	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	20919	173	159	9251	0.0600173648795312	TRUE	0.797908094339177	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0297227062238245	0.0480796276197163	0.536445149209091	553	8661	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	negative_control	Hair morphology	337119	TRUE		dlpfc	uniform_lead_snp	20919	173	159	9251	0.0600173648795312	TRUE	0.734696617395059	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0670900385252646	0.0455913337473209	0.14114177608424	584	8550	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	negative_control	Hair morphology	337119	TRUE		hippocampus	uniform_lead_snp	20919	173	163	9166	0.0639369389095687	TRUE	0.344550859687887	AA	claim_eligible	scz-AA-hippocampus-20260918
